Date,Auto_YoY,Momentum_3M,Repo_Change3M,Composite_Signal,Signal,Price,Position,Returns,Strategy_Returns,Cumulative_Strategy,Cumulative_Benchmark,Turnover
2019-01-31,-0.0045030708113779,0.0493225800545141,-0.0866078673208026,0.4614769371894001,0.8498680631728933,508.12172681831623,1.0,,,,,
2019-02-28,-0.0043812599953633,0.0489497708100466,0.0498298190115082,0.7868829735940422,1.449144377149291,505.0629447500658,1.0,-0.006019782085295744,-0.006019782085295744,0.9939802179147043,0.9939802179147043,0.0
2019-03-31,-0.01253704214357,0.0321095995730874,-0.0966139015762888,0.2302997468298933,0.42412607004713554,502.42208598874856,1.0,-0.0052287715596005535,-0.0052287715596005535,0.9887829224204663,0.9887829224204663,0.0
2019-04-30,0.0129827341402761,0.0249868762768753,0.1429504096731433,0.7533394225281725,1.387369691398112,497.0572428779677,1.0,-0.010677960345280235,-0.010677960345280235,0.9782247375847702,0.9782247375847702,0.0
2019-05-31,0.081481118635627,0.0478602772212883,-0.0579661075488324,0.6032243984399122,1.1109139154019188,501.3842810245911,1.0,0.008705311528245163,0.008705311528245163,0.9867404886700816,0.9867404886700816,0.0
2019-06-30,0.0806830358160637,0.0370432522794345,0.0391489342723883,0.7121513782908674,1.3115167059921014,489.8765875401897,1.0,-0.022951843366300073,-0.022951843366300073,0.9640929755309394,0.9640929755309394,0.0
2019-07-31,-0.0176796459880319,0.0366998085173784,0.009728020315042,0.5348067908085962,0.9849142499827017,498.6006463612721,1.0,0.01780868701010685,0.01780868701010685,0.9812622055808126,0.9812622055808126,0.0
2019-08-31,0.0411022906522187,-0.0024364383569437,-0.1474671153846065,-0.2354354393189708,-0.43358409639039464,494.79461185679656,-1.0,-0.007633432752748082,-0.007633432752748082,0.9737718065216981,0.9737718065216981,2.0
2019-09-30,-0.0179286203485274,-0.0415669642247483,-0.167247436193044,-0.7962116103657116,-1.4663242399469159,496.38980733708206,-1.0,0.003223954833095899,-0.003223954833095899,0.97063241019973,0.9769112028436663,0.0
2019-10-31,0.0696664927178709,-0.035891115994924,-0.0913753988898244,-0.4563187893368788,-0.8403686824417984,495.14295545969503,-1.0,-0.0025118402089596703,0.0025118402089596703,0.9730704837157891,0.9744573580037804,0.0
2019-11-30,-0.0199511663262642,-0.0072489170255702,0.0174635656028288,0.0439309772608704,0.08090444299422277,502.4534951449199,1.0,0.014764503068487977,-0.014764503068487977,0.9587035815731122,0.9888447366561379,2.0
2019-12-31,0.0021180525827957,0.022931496231557,0.3214106184135028,1.149410399489117,2.1167844182074003,492.1527915974316,1.0,-0.020500809820254706,-0.020500809820254706,0.9390493817732848,0.9685726187681906,0.0
2020-01-31,0.1013392698551789,0.0498670967073445,-0.1383015688917757,0.4529797445508774,0.8342194097556925,490.54070557736406,1.0,-0.003275580363640729,-0.003275580363640729,0.9359734500578593,0.9653999813173934,0.0
2020-02-29,0.0419176092636297,0.0112203988163733,0.0425668593673398,0.3820722988796488,0.7036343931258985,488.620433804022,1.0,-0.003914602298053738,-0.003914602298053738,0.9323094862393455,0.9616208243319873,0.0
2020-03-31,0.0755322538141742,0.0243524577781714,-0.002067915916891,0.4607688083433257,0.8485639544680131,494.2892810156992,1.0,0.011601739959059554,0.011601739959059554,0.9431258984600588,0.9727772990751035,0.0
2020-04-30,-0.3063996530681783,-0.0165965167887192,0.1894133772194175,0.0534715041281062,0.09847452816400205,488.789824679129,1.0,-0.011125987448624253,-0.011125987448624253,0.9326326915513197,0.9619541910552872,0.0
2020-05-31,-0.5842914191244744,0.0331892313605678,0.2615013771867325,0.5131243943449724,0.9449833784645789,487.92768364137686,1.0,-0.001763827711262489,-0.001763827711262489,0.9309876881655321,0.9602574695961388,0.0
2020-06-30,-0.712176701405004,0.0569159022372151,-0.1016897368205,-0.2234043159043494,-0.4114272631227295,483.53839155176996,-1.0,-0.008995784081874292,-0.008995784081874292,0.9226127239399117,0.951619200736645,2.0
2020-07-31,-0.76334054270808,0.0626180901659276,-0.2341740476489127,-0.5308466957103009,-0.9776212347094652,483.74946028534794,-1.0,0.00043650873904876875,-0.00043650873904876875,0.9222099954231543,0.9520345908340131,0.0
2020-08-31,-0.8079708504024539,0.0433744785866562,0.0042505992672463,-0.2234096957671936,-0.4114371708196198,486.66353635392704,-1.0,0.006023936578368971,-0.006023936578368971,0.9166546608987872,0.9577695868296107,0.0
2020-09-30,-0.813566414059231,0.0040887366278162,-0.1174048029226764,-0.9764884349669072,-1.7983267809447472,481.16044046786243,-1.0,-0.011307804006221,0.011307804006221,0.9270200121456198,0.9469393160586221,0.0
2020-10-31,-0.8161785437093121,-0.0315069949375311,0.1663682080851094,-0.704517040341611,-1.2974571084614908,486.8840590170605,-1.0,0.011895447064668607,-0.011895447064668607,0.9159926946632532,0.9582035825662509,0.0
2020-11-30,-0.8203002829842776,-0.0436082394196698,-0.0962812985325278,-1.4829229362423606,-2.7309898764056872,491.3920126200245,-1.0,0.00925878249549772,-0.00925878249549772,0.9075117175359012,0.9670753811236386,0.0
2020-12-31,-0.830624192086534,-0.0262059941407683,0.0112993277860544,-1.0329530206480144,-1.902313446807027,493.9044843145338,-1.0,0.005112968119105554,-0.005112968119105554,0.9028716390564254,0.9720200067160956,0.0
2021-01-31,-0.8395031198368581,0.0273121250084258,-0.0188377025450314,-0.4973512281726204,-0.9159351008482715,498.4087640608559,-1.0,0.009119738510925623,-0.009119738510925623,0.8946376857993,0.9808845750047345,0.0
2021-02-28,-0.8194159826362979,0.0531503249769352,-0.0025045296207224,-0.1388119444485462,-0.25563972729005746,494.9901247649842,-1.0,-0.006859107508499274,0.006859107508499274,0.9007741018673525,0.9741565822513484,0.0
2021-03-31,-0.8292796202638113,0.044089061868403,0.0531435624246467,-0.1192201632532549,-0.21955898782784758,494.375673637391,-1.0,-0.0012413401739781449,0.0012413401739781449,0.9018922689476796,0.9729473225500546,0.0
2021-04-30,-0.7469017261014224,0.018545838013352,-0.1713480160930274,-0.8706089092946199,-1.6033362621101295,489.6968264660957,-1.0,-0.00946415331658712,0.00946415331658712,0.9104279156560451,0.9637391999204779,0.0
2021-05-31,-0.5709888593297439,-0.018969708884173,-0.0623968497360474,-0.8574055096015215,-1.5790205340201995,488.3573860679656,-1.0,-0.0027352441872988686,0.0027352441872988686,0.9129181583202978,0.9611031378758234,0.0
2021-06-30,-0.4034185027192635,-0.0361812275470234,0.0949960365531401,-0.5015398545941862,-0.9236489854162231,491.0091634016565,-1.0,0.005429993298641023,-0.005429993298641023,0.9079610188384108,0.9663219214737919,0.0
2021-07-31,-0.1964597941489265,-0.0595806848811846,0.0404832930852823,-0.6880016797371052,-1.267041986061143,487.55085964303,-1.0,-0.007043257064018538,0.007043257064018538,0.9143560216981979,0.9595158677742557,0.0
2021-08-31,-0.1010484337814369,-0.0095918788762033,-0.0447872714533721,-0.2178356359191996,-0.40117183562025704,485.5670920087501,-1.0,-0.004068842450062227,0.004068842450062227,0.9180763922937536,0.9556117488799475,0.0
2021-09-30,0.0114921030756443,0.005580883714252,-0.1761539448408671,-0.2430052334119593,-0.4475248282579665,482.13122850815205,-1.0,-0.0070759809656461,0.0070759809656461,0.9245726833706331,0.9488498583343252,0.0
2021-10-31,-0.0249715644710991,0.0267174818644824,0.2543831588210707,1.0030133012751097,1.8471756722730261,477.90520030065846,1.0,-0.008765306948836482,0.008765306948836482,0.9326768467368861,0.9405328980776648,2.0
2021-11-30,0.0108995151895643,-0.0266753640568794,0.0821929297340107,0.0081868450396691,0.01507710911781618,474.54896964647435,1.0,-0.007022795843344309,-0.007022795843344309,0.9261268476544389,0.9339277275505165,0.0
2021-12-31,0.0656827053818149,-0.0052229884304867,0.0842615387962748,0.3177416784970384,0.5851614309010474,474.48564665187985,1.0,-0.0001334382722223415,-0.0001334382722223415,0.9260032668880291,0.9338031058481716,0.0
2022-01-31,0.0494395069447546,-0.0248200475295994,-0.2619179802924654,-0.7615561442657715,-1.4025018222285153,468.8990949087035,-1.0,-0.011773910934075316,-0.011773910934075316,0.9151005868990267,0.9228085912499523,2.0
2022-02-28,0.069136216805806,-0.0074857961990001,-0.0133045565720619,0.0595366628440539,0.10964428395321306,470.0711733977889,1.0,0.002499639052008895,-0.002499639052008895,0.9128131657354976,0.92511527964217,2.0
2022-03-31,0.07503641504584,-0.0353684114827599,-0.1081794496898487,-0.4852931537537346,-0.8937286339024115,478.3701842833383,-1.0,0.01765479645467738,0.01765479645467738,0.9289286963777076,0.9414480016013644,2.0
2022-04-30,0.1283470819180379,-0.0020217390591397,0.0801746632719666,0.4099938913411767,0.7550555320684117,482.08040508622497,1.0,0.007755961648080234,-0.007755961648080234,0.9217239610348009,0.9487498361954464,2.0
2022-05-31,0.0815873015873016,-0.0069894866817214,-0.11750952696707,-0.1735044460920994,-0.3195303506395144,481.1212273244169,-1.0,-0.0019896634496822108,-0.0019896634496822108,0.9198900405588337,0.9468621433234763,2.0
2022-06-30,-0.0086738580239329,-0.011742247063867,0.1350765955603874,0.2879133621270008,0.5302288190667362,476.6830825039927,1.0,-0.009224587418654062,0.009224587418654062,0.9283756466535179,0.9381277307089747,2.0
2022-07-31,-0.062878549957378,-0.0186603258338323,0.0544760258340586,-0.0430072218227239,-0.07920323068696335,472.94729103523855,-1.0,-0.00783705486070585,-0.00783705486070585,0.921099915779351,0.930775572217059,2.0
2022-08-31,-0.0803281816447243,-0.0030080423655108,0.0427547322800885,0.0911668440506226,0.16789525745484538,481.40956404037723,1.0,0.017892634476488034,-0.017892634476488034,0.9046190116699871,0.9474295993103828,2.0
2022-09-30,-0.0077250220861668,0.0177777810762488,-0.0280426582284851,0.2355478241684,0.43379106728453315,481.6636028142574,1.0,0.000527697812540362,0.000527697812540362,0.9050963771436278,0.947929555837475,0.0
2022-10-31,0.0117538929246867,0.0232886831775561,-0.1669652325345438,-0.0161760005198912,-0.029790147944232775,478.47862458141066,-1.0,-0.006612453617498959,-0.006612453617498959,0.8991114693303992,0.9416614156168432,2.0
2022-11-30,0.0197871202580779,0.005577783774033,-0.1282958837127612,-0.1188060441736413,-0.21879633524057496,479.43320200474795,-1.0,0.0019950262651176054,-0.0019950262651176054,0.8973177183338166,0.9435400548738466,0.0
2022-12-31,0.0236453810219579,-0.0015765226988053,0.0043384988602888,0.1230358340304406,0.2265860274733441,489.9344776871422,1.0,0.02190352198905532,-0.02190352198905532,0.8776632999591228,0.9642069052133304,2.0
2023-01-31,0.0492807898544556,-0.0178253951240675,0.1259735004103026,0.2560010094641953,0.47145819119092175,490.53527244955035,1.0,0.0012262757363890042,0.0012262757363890042,0.8787395571685819,0.9653892887460522,0.0
2023-02-28,0.026015303119482,-0.0132459129217271,0.2126289029597714,0.4939786970980632,0.9097241589325589,493.62128799808744,1.0,0.006291118543069629,0.006291118543069629,0.884267811891214,0.9714626672017633,0.0
2023-03-31,-0.0023312810090262,-0.0207526648560157,0.194375307359941,0.3337672232603131,0.6146744955672997,495.1221395978666,1.0,0.0030404920457662854,0.0030404920457662854,0.8869564211395964,0.9744163917141492,0.0
2023-04-30,-0.0256074437515883,-0.0383163674319445,0.0777805991617892,-0.1747894981494857,-0.32189693630192856,493.360890365399,-1.0,-0.0035572015299054627,-0.0035572015299054627,0.8838013384013591,0.9709501962347786,2.0
2023-05-31,0.0047744839056844,-0.0293667123687063,-0.1547853662336269,-0.6016939981854968,-1.1080954900478357,487.6482993752883,-1.0,-0.01157892954563089,0.01157892954563089,0.8940348118310426,0.9597076323202597,0.0
2023-06-30,0.1032619472536189,-0.0225106232714364,-0.1266128486768094,-0.3520747574617045,-0.6483901319931831,485.90158576322386,-1.0,-0.0035819126495511,0.0035819126495511,0.8972371664326793,0.956270043412181,0.0
2023-07-31,0.1422860562537402,-0.0209092190153425,-0.2260386897501938,-0.5331779935561105,-0.9819146141293867,484.85711459634996,-1.0,-0.002149552908400798,0.002149552908400798,0.8991658251933099,0.9542144903591478,0.0
2023-08-31,0.1538900414937758,-0.0161532837941422,0.0451237620629454,0.188804514393303,0.34770735877506975,487.790230552261,1.0,0.006049443985890246,-0.006049443985890246,0.8937263718997762,0.9599869574691003,2.0
2023-09-30,0.1248317700892394,-0.0245785742637252,-0.1185257893420477,-0.3339694036099367,-0.6150468362159847,491.9851476216335,-1.0,0.00859983822271948,0.00859983822271948,0.9014122741134923,0.9682426899992553,2.0
2023-10-31,0.11921316515845,0.0034571547823111,0.3029250132160888,1.0018041597671952,1.8449488854747695,496.6406580281513,1.0,0.00946270518332426,-0.00946270518332426,0.8928824755149265,0.9774048851206271,2.0
2023-11-30,0.0266096017863788,0.0078956265598405,-0.0283170217233728,0.1565509429083385,0.28830833334319844,498.06859465442255,1.0,0.0028751907504727114,0.0028751907504727114,0.8954496829497862,0.9802151106057927,0.0
2023-12-31,0.0440673877206385,0.0251669811455181,-0.0758196933334387,0.2592846521105476,0.4775054338397174,502.49430047577624,1.0,0.008885735557015773,0.008885735557015773,0.9034064120370916,0.9889250428676267,0.0
2024-01-31,0.0899172615184944,0.0432912359579708,-0.1811795246074803,0.2616322469646743,0.48182882625872464,498.72231077079294,1.0,-0.007506532315713521,-0.007506532315713521,0.8966249626109124,0.9815016450755225,0.0
2024-02-29,0.0333295089490592,0.0105592962491176,0.0081276535686329,0.2823177727677603,0.5199238345532917,504.98665154695937,1.0,0.012560779096657315,0.012560779096657315,0.9078872706988167,0.9938300704223219,0.0
2024-03-31,0.0872778110645096,0.0151152750894532,0.1953074460765522,0.8431664460103271,1.5527975000602654,507.55130064904944,1.0,0.00507864731519847,0.00507864731519847,0.9124981099486541,0.9988773828412357,0.0
2024-04-30,0.0213453166690071,-0.0152882378352736,-0.0981478983937984,-0.2851677657271018,-0.5251724565346277,506.06083647353586,-1.0,-0.002936578378594623,-0.002936578378594623,0.9098184877284704,0.995944101115917,2.0
2024-05-31,0.0242653216226216,-0.0092210933157441,-0.0483990366048994,-0.0919369984474863,-0.16931359404516996,508.50342720622336,-1.0,0.004826674100506523,-0.004826674100506523,0.9054270903975894,1.0007511987143254,0.0
2024-06-30,0.0407099528195911,-0.0255742817481101,-0.1564455966850939,-0.5245591550545631,-0.9660419344918694,508.12556864111804,-1.0,-0.0007430796822379682,0.0007430796822379682,0.9060998948722118,1.0000075608315855,0.0
2024-07-31,0.0495819275341058,-0.0193533224345611,0.0581899057671115,0.0749413649935229,0.1380139885353324,513.7837155783752,1.0,0.011135332064451609,-0.011135332064451609,0.896010171659245,1.0111429770884075,2.0
2024-08-31,0.1032049265069448,-0.0039039475777007,0.3077000706228086,0.9117357334979412,1.6790765030916275,521.3827996604862,1.0,0.014790433896014976,0.014790433896014976,0.9092625508733281,1.0260982204504534,0.0
2024-09-30,-0.021867982181644,-0.0136756171780164,0.138724085167019,0.2606880934243242,0.48009004827002993,532.310676693152,1.0,0.02095941223949427,0.02095941223949427,0.9283201595110163,1.047604636051086,0.0
2024-10-31,-0.0285799019760871,0.0065306998066762,0.0585583692077493,0.2932518431432397,0.5400603060944273,525.3281950157113,1.0,-0.013117305331573625,-0.013117305331573625,0.9161431005332552,1.0338628861732317,0.0
